index,Обозначение,a_,D,d_1_,d_2_,l_,L,f_,q_,z,Конус_Морзе,Исполнение,fi_,type_cutter_,mat_,type_of_cutting_part_,Группа,Тип_инструмента,Стандарт,D_1,f_доп._,D_доп.,P,l_номин._,d_,d_доп._,d_1_доп._,Направление,B,c_,c_доп._,h_,R,R_доп.,m_n0_,L_доп.,K,K_доп.,Точность,D_2,l_1_,f_откл._,g_,g_откл._,zxd_xD,z_0_,Серия,Точность_паза,m_0_,Подгруппа,h_доп._,m_,Метрический_хвостовик,b_,S,t_,d_0_,l_доп._,omega_,l_2_,r_,r_доп._,B_доп.,H,omega_u_,D_откл.,c_общего_назначения_,c_для_шпоночных_пазов_,Конус_метрический,alpha_
231,2220-0196,,5.5,,,12.0,36.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,5.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2220-0197,,6.0,,,16.0,40.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,6.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,2220-0198,,5.5,,,12.0,36.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,5.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,2220-0199,,6.0,,,16.0,40.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,6.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,2220-0201,,6.0,,,16.0,40.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,6.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,2220-0202,,5.5,,,12.0,36.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,5.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,2220-0203,,6.5,,,16.0,40.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,6.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,2220-0204,,6.0,,,16.0,40.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,6.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,2220-0205,,6.5,,,16.0,40.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,6.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,2220-0206,,6.0,,,16.0,40.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,6.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,2220-0207,,6.5,,,16.0,40.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,6.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,2220-0208,,6.0,,,16.0,40.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,6.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,2220-0209,,7.0,,,16.0,40.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,7.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,2220-0211,,7.0,,,16.0,40.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,7.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,2220-0212,,6.5,,,16.0,40.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,6.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,2220-0213,,7.0,,,16.0,40.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,7.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,2220-0214,,6.5,,,16.0,40.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,6.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,2220-0215,,7.5,,,16.0,40.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,7.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,2220-0216,,6.5,,,16.0,40.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,6.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,2220-0217,,7.5,,,16.0,40.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,7.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,2220-0218,,7.0,,,16.0,40.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,7.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,2220-0219,,7.5,,,16.0,40.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,7.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,2220-0221,,8.0,,,20.0,45.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,8.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,2220-0222,,7.0,,,16.0,40.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,7.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,2220-0223,,8.0,,,20.0,45.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,8.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,2220-0224,,7.0,,,16.0,40.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,7.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,2220-0225,,8.0,,,20.0,45.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,8.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,2220-0226,,7.5,,,16.0,40.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,7.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,2220-0227,,8.5,,,20.0,45.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,8.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,2220-0228,,7.5,,,16.0,40.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,7.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,2220-0229,,8.5,,,20.0,45.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,8.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,2220-0231,,8.5,,,20.0,45.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,8.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,2220-0232,,7.5,,,16.0,40.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,7.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,2220-0233,,9.0,,,20.0,45.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,9.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,2220-0234,,8.0,,,20.0,45.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,8.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,2220-0235,,9.0,,,20.0,45.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,9.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,2220-0236,,8.0,,,20.0,45.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,8.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,2220-0237,,9.0,,,20.0,45.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,9.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,2220-0238,,8.0,,,20.0,45.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,8.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,2220-0239,,9.5,,,20.0,45.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,9.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,2220-0241,,9.5,,,20.0,45.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,9.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,2220-0242,,8.5,,,20.0,45.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,8.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,2220-0243,,9.5,,,20.0,45.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,9.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,2220-0244,,8.5,,,20.0,45.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,8.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,2220-0245,,10.0,,,20.0,50.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,10.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,2220-0246,,8.5,,,20.0,45.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,8.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,2220-0247,,10.0,,,20.0,50.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,10.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,2220-0248,,9.0,,,20.0,45.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,9.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,2220-0249,,10.0,,,20.0,50.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,10.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,2220-0251,,10.5,,,20.0,50.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,10.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,2220-0252,,9.0,,,20.0,45.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,9.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,2220-0253,,10.5,,,20.0,50.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,10.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,2220-0254,,9.0,,,20.0,45.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,9.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,2220-0255,,10.5,,,20.0,50.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,10.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,2220-0256,,9.5,,,20.0,45.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,9.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,2220-0257,,11.0,,,20.0,50.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,11.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,2220-0258,,9.5,,,20.0,45.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,9.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,2220-0261,,11.0,,,20.0,50.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,11.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,2220-0262,,9.5,,,20.0,45.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,9.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,2220-0263,,11.5,,,20.0,50.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,11.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,2220-0264,,10.0,,,20.0,50.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,10.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,2220-0265,,11.5,,,20.0,50.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,11.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,2220-0266,,10.0,,,20.0,50.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,10.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,2220-0267,,11.5,,,20.0,50.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,11.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,2220-0268,,10.0,,,20.0,50.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,10.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,2220-0269,,12.0,,,25.0,60.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,12.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,2220-0271,,12.0,,,25.0,60.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,12.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,2220-0272,,10.5,,,20.0,50.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,10.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,2220-0273,,12.0,,,25.0,60.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,12.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,2220-0274,,10.5,,,20.0,50.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,10.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,2220-0275,,5.0,,,24.0,58.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 2 ,Фреза,ГОСТ 18372-73,,,,,,5.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,2220-0276,,10.5,,,20.0,50.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,10.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,2220-0277,,5.0,,,24.0,58.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 2 ,Фреза,ГОСТ 18372-73,,,,,,5.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,2220-0278,,11.0,,,20.0,50.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,11.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,2220-0279,,5.0,,,24.0,58.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 2 ,Фреза,ГОСТ 18372-73,,,,,,5.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,2220-0281,,5.5,,,24.0,58.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 2 ,Фреза,ГОСТ 18372-73,,,,,,5.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,2220-0282,,11.0,,,20.0,50.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,11.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,2220-0283,,5.5,,,24.0,58.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 2 ,Фреза,ГОСТ 18372-73,,,,,,5.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,2220-0284,,11.0,,,20.0,50.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,11.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,2220-0285,,5.5,,,24.0,58.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 2 ,Фреза,ГОСТ 18372-73,,,,,,5.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,2220-0286,,11.5,,,20.0,50.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,11.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,2220-0287,,6.0,,,30.0,80.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 2 ,Фреза,ГОСТ 18372-73,,,,,,6.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,2220-0288,,11.5,,,20.0,50.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,11.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,2220-0289,,6.0,,,30.0,80.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 2 ,Фреза,ГОСТ 18372-73,,,,,,6.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,2220-0291,,6.0,,,30.0,80.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 2 ,Фреза,ГОСТ 18372-73,,,,,,6.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,2220-0292,,11.5,,,20.0,50.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,11.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,2220-0293,,6.5,,,30.0,80.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 2 ,Фреза,ГОСТ 18372-73,,,,,,6.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,2220-0294,,12.0,,,25.0,60.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,12.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,2220-0295,,6.5,,,30.0,80.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 2 ,Фреза,ГОСТ 18372-73,,,,,,6.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,2220-0296,,12.0,,,25.0,60.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,12.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,2220-0297,,6.5,,,30.0,80.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 2 ,Фреза,ГОСТ 18372-73,,,,,,6.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,2220-0298,,12.0,,,25.0,60.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 1 ,Фреза,ГОСТ 18372-73,,,,,,12.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,2220-0299,,7.0,,,30.0,80.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 2 ,Фреза,ГОСТ 18372-73,,,,,,7.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,2220-0301,,7.0,,,30.0,80.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 2 ,Фреза,ГОСТ 18372-73,,,,,,7.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,2220-0302,,5.0,,,24.0,58.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 2 ,Фреза,ГОСТ 18372-73,,,,,,5.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,2220-0303,,7.0,,,30.0,80.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 2 ,Фреза,ГОСТ 18372-73,,,,,,7.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,2220-0304,,5.0,,,24.0,58.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 2 ,Фреза,ГОСТ 18372-73,,,,,,5.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,2220-0305,,7.5,,,30.0,80.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 2 ,Фреза,ГОСТ 18372-73,,,,,,7.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,2220-0306,,5.0,,,24.0,58.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 2 ,Фреза,ГОСТ 18372-73,,,,,,5.0,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,2220-0307,,7.5,,,30.0,80.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 2 ,Фреза,ГОСТ 18372-73,,,,,,7.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,2220-0308,,5.5,,,24.0,58.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 2 ,Фреза,ГОСТ 18372-73,,,,,,5.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,2220-0309,,7.5,,,30.0,80.0,,,5.0,,,90.0,Концевая,1,1.0,Тип 2 ,Фреза,ГОСТ 18372-73,,,,,,7.5,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,2220-0311,,8.0,,,38.0,88.0,,,3.0,,,90.0,Концевая,1,1.0,Тип 2 ,Фреза,ГОСТ 18372-73,,,,,,8.0,,,Праворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,2220-0312,,5.5,,,24.0,58.0,,,4.0,,,90.0,Концевая,1,1.0,Тип 2 ,Фреза,ГОСТ 18372-73,,,,,,5.5,,,Леворежущие,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
