index,Обозначение,D,d_1_,d_2_,l_,L,z,Конус_Морзе,Исполнение,fi_,mat_,Группа,Тип_инструмента,Стандарт,D_1,d_,h_,l_1_,l_2_,r_,l_0_,Тип_развертки,fi_1_,gamma_,lambda_,Конусность_развертки,d_2_доп._
13926,2368-0045,38.0,16.0,27.0,40.0,22.0,8.0,,3,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13927,2368-0046,40.0,16.0,27.0,40.0,22.0,8.0,,3,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13928,2368-0047,42.0,16.0,27.0,40.0,22.0,10.0,,3,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13929,2368-0048,44.0,16.0,27.0,40.0,22.0,10.0,,3,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13930,2368-0049,45.0,16.0,27.0,40.0,22.0,10.0,,3,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13931,2368-0051,46.0,19.0,32.0,45.0,25.0,10.0,,3,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13932,2368-0052,48.0,19.0,32.0,45.0,25.0,10.0,,3,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13933,2368-0053,50.0,19.0,32.0,45.0,25.0,10.0,,3,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13934,2368-0054,32.0,13.0,21.0,36.0,22.0,6.0,,3,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13935,2368-0055,34.0,13.0,21.0,36.0,22.0,6.0,,3,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13936,2368-0056,35.0,13.0,21.0,36.0,22.0,6.0,,3,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13937,2368-0057,36.0,16.0,27.0,40.0,22.0,8.0,,3,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13938,2368-0058,38.0,16.0,27.0,40.0,22.0,8.0,,3,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13939,2368-0059,40.0,16.0,27.0,40.0,22.0,8.0,,3,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13940,2368-0061,42.0,16.0,27.0,40.0,22.0,10.0,,3,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13941,2368-0062,44.0,16.0,27.0,40.0,22.0,10.0,,3,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13942,2368-0063,45.0,16.0,27.0,40.0,22.0,10.0,,3,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13943,2368-0064,46.0,19.0,32.0,45.0,25.0,10.0,,3,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13944,2368-0065,48.0,19.0,32.0,45.0,25.0,10.0,,3,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13945,2368-0066,50.0,19.0,32.0,45.0,25.0,10.0,,3,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13946,2368-0067,32.0,13.0,21.0,36.0,22.0,6.0,,4,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13947,2368-0068,34.0,13.0,21.0,36.0,22.0,6.0,,4,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13948,2368-0069,35.0,13.0,21.0,36.0,22.0,6.0,,4,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13949,2368-0071,36.0,16.0,27.0,40.0,22.0,8.0,,4,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13950,2368-0072,38.0,16.0,27.0,40.0,22.0,8.0,,4,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13951,2368-0073,40.0,16.0,27.0,40.0,22.0,8.0,,4,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13952,2368-0074,42.0,16.0,27.0,40.0,22.0,10.0,,4,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13953,2368-0075,44.0,16.0,27.0,40.0,22.0,10.0,,4,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13954,2368-0076,45.0,16.0,27.0,40.0,22.0,10.0,,4,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13955,2368-0077,46.0,19.0,32.0,45.0,25.0,10.0,,4,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13956,2368-0078,48.0,19.0,32.0,45.0,25.0,10.0,,4,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13957,2368-0079,50.0,19.0,32.0,45.0,25.0,10.0,,4,5.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13958,2368-0081,32.0,13.0,21.0,36.0,22.0,6.0,,4,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13959,2368-0082,34.0,13.0,21.0,36.0,22.0,6.0,,4,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13960,2368-0083,35.0,13.0,21.0,36.0,22.0,6.0,,4,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13961,2368-0084,36.0,16.0,27.0,40.0,22.0,8.0,,4,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13962,2368-0085,38.0,16.0,27.0,40.0,22.0,8.0,,4,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13963,2368-0086,40.0,16.0,27.0,40.0,22.0,8.0,,4,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13964,2368-0087,42.0,16.0,27.0,40.0,22.0,10.0,,4,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13965,2368-0088,44.0,16.0,27.0,40.0,22.0,10.0,,4,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13966,2368-0089,45.0,16.0,27.0,40.0,22.0,10.0,,4,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13967,2368-0091,46.0,19.0,32.0,45.0,25.0,10.0,,4,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13968,2368-0092,48.0,19.0,32.0,45.0,25.0,10.0,,4,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13969,2368-0093,50.0,19.0,32.0,45.0,25.0,10.0,,4,15.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13970,2368-0094,32.0,13.0,21.0,36.0,22.0,6.0,,4,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13971,2368-0095,34.0,13.0,21.0,36.0,22.0,6.0,,4,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13972,2368-0096,35.0,13.0,21.0,36.0,22.0,6.0,,4,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,45.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13973,2368-0097,36.0,16.0,27.0,40.0,22.0,8.0,,4,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13974,2368-0098,38.0,16.0,27.0,40.0,22.0,8.0,,4,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13975,2368-0099,40.0,16.0,27.0,40.0,22.0,8.0,,4,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13976,2368-0101,42.0,16.0,27.0,40.0,22.0,10.0,,4,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13977,2368-0102,44.0,16.0,27.0,40.0,22.0,10.0,,4,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13978,2368-0103,45.0,16.0,27.0,40.0,22.0,10.0,,4,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,50.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13979,2368-0104,46.0,19.0,32.0,45.0,25.0,10.0,,4,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13980,2368-0105,48.0,19.0,32.0,45.0,25.0,10.0,,4,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13981,2368-0106,50.0,19.0,32.0,45.0,25.0,10.0,,4,45.0,4,Тип 2,Развертка,ГОСТ 28321-89,,,,56.0,,0.2,,Цилиндрическая,0.0,0.0,0.0,,не менее
13982,2372-0171,38.0,28,,90.0,160.0,9.0,,Чистовая,3.0,,,Развертка,ГОСТ 11179-71,39.5,30.5,,,,0.2,75.0,Конусная,0.0,0.0,0.0,1:10,
13983,2372-0172,55.0,40,,120.0,200.0,11.0,,Чистовая,3.0,,,Развертка,ГОСТ 11179-71,57.0,45.0,,,,0.2,100.0,Конусная,0.0,0.0,0.0,1:10,
13984,2372-0173,75.0,50,,150.0,250.0,13.0,,Чистовая,3.0,,,Развертка,ГОСТ 11179-71,77.5,62.5,,,,0.2,125.0,Конусная,0.0,0.0,0.0,1:10,
13985,2372-0174,95.0,71,,180.0,300.0,15.0,,Чистовая,3.0,,,Развертка,ГОСТ 11179-71,98.0,80.0,,,,0.2,150.0,Конусная,0.0,0.0,0.0,1:10,
13986,2372-0178,80.0,56,,210.0,330.0,15.0,,Чистовая,3.0,,,Развертка,ГОСТ 11179-71,83.0,62.0,,,,0.2,180.0,Конусная,0.0,0.0,0.0,1:10,
13987,2372-0179,100.0,71,,260.0,385.0,16.0,,Чистовая,3.0,,,Развертка,ГОСТ 11179-71,103.5,77.5,,,,0.2,225.0,Конусная,0.0,0.0,0.0,1:10,
13988,2372-0191,18.0,12.5,,60.0,100.0,7.0,,Чистовая,4.0,,,Развертка,ГОСТ 11180-71,20.857,12.286,,,,0.2,40.0,Конусная,0.0,0.0,0.0,1:7,
13989,2372-0192,22.0,16.0,,65.0,120.0,9.0,,Чистовая,4.0,,,Развертка,ГОСТ 11180-71,24.857,15.571,,,,0.2,45.0,Конусная,0.0,0.0,0.0,1:7,
13990,2372-0193,28.0,20.0,,80.0,140.0,9.0,,Чистовая,4.0,,,Развертка,ГОСТ 11180-71,31.571,20.143,,,,0.2,55.0,Конусная,0.0,0.0,0.0,1:7,
13991,2372-0194,35.0,25.0,,85.0,150.0,9.0,,Чистовая,4.0,,,Развертка,ГОСТ 11180-71,38.286,26.143,,,,0.2,62.0,Конусная,0.0,0.0,0.0,1:7,
13992,2372-0195,45.0,31.5,,100.0,170.0,11.0,,Чистовая,4.0,,,Развертка,ГОСТ 11180-71,48.571,34.286,,,,0.2,75.0,Конусная,0.0,0.0,0.0,1:7,
13993,2372-0196,55.0,40.0,,120.0,200.0,11.0,,Чистовая,4.0,,,Развертка,ГОСТ 11180-71,59.286,42.143,,,,0.2,90.0,Конусная,0.0,0.0,0.0,1:7,
13994,2372-0197,65.0,45.0,,145.0,240.0,13.0,,Чистовая,4.0,,,Развертка,ГОСТ 11180-71,69.714,49.0,,,,0.2,112.0,Конусная,0.0,0.0,0.0,1:7,
13995,2372-0198,80.0,56.0,,220.0,340.0,15.0,,Чистовая,4.0,,,Развертка,ГОСТ 11180-71,85.714,54.286,,,,0.2,180.0,Конусная,0.0,0.0,0.0,1:7,
13996,2372-0199,100.0,71.0,,265.0,390.0,15.0,,Чистовая,4.0,,,Развертка,ГОСТ 11180-71,106.429,68.571,,,,0.2,220.0,Конусная,0.0,0.0,0.0,1:7,
